Average Salary,District Code,District Name,FTE Count,Salary Totals,Year
"  $56,830",1210000,Hancock,      6.0,"        $340,978",2016
"  $76,595",1220000,Hanover,    210.0,"     $16,046,856",2016
"  $87,711",1250000,Harvard,     86.0,"      $7,534,387",2016
"  $60,646",1270000,Hatfield,     41.0,"      $2,510,729",2016
"  $72,472",1280000,Haverhill,    476.0,"     $34,467,532",2016
"  $55,992",6850000,Hawlemont,     10.0,"        $548,726",2016
"  $79,812",1310000,Hingham,    301.0,"     $23,999,483",2016
"  $65,359",1330000,Holbrook,     88.0,"      $5,758,096",2016
"  $64,632",1350000,Holland,     19.0,"      $1,202,159",2016
"  $78,566",1360000,Holliston,    211.0,"     $16,538,195",2016
"  $62,446",1370000,Holyoke,    433.0,"     $27,007,864",2016
"  $64,303",1380000,Hopedale,     90.0,"      $5,767,956",2016
"  $84,350",1390000,Hopkinton,    256.0,"     $21,627,352",2016
"  $74,710",1410000,Hudson,    239.0,"     $17,886,956",2016
"  $83,594",1420000,Hull,     85.0,"      $7,122,167",2016
"  $68,584",1440000,Ipswich,    159.0,"     $10,884,303",2016
"  $72,079",6900000,King Philip,    130.0,"      $9,334,179",2016
"  $72,141",1450000,Kingston,     64.0,"      $4,609,806",2016
"  $70,616",1480000,Lanesborough,     16.0,"      $1,136,915",2016
"  $68,851",1490000,Lawrence,"  1,060.0","     $72,982,375",2016
"  $64,629",1500000,Lee,     72.0,"      $4,620,981",2016
"  $74,797",1510000,Leicester,    105.0,"      $7,831,205",2016
"  $72,502",1520000,Lenox,     79.0,"      $5,756,691",2016
"  $68,778",1530000,Leominster,    453.0,"     $31,121,902",2016
"  $55,613",1540000,Leverett,     17.0,"        $939,864",2016
"  $78,776",1550000,Lexington,    575.0,"     $45,296,096",2016
"  $89,757",1570000,Lincoln,    119.0,"     $10,636,251",2016
"  $92,859",6950000,Lincoln-Sudbury,    125.0,"     $11,588,846",2016
"  $72,997",1580000,Littleton,    114.0,"      $8,292,410",2016
"  $71,752",1590000,Longmeadow,    238.0,"     $17,069,885",2016
"  $79,547",1600000,Lowell,"  1,017.0","     $80,861,650",2016
"  $62,457",1610000,Ludlow,    231.0,"     $14,396,361",2016
"  $76,147",1620000,Lunenburg,    105.0,"      $7,972,611",2016
"  $73,256",1630000,Lynn,"  1,066.0","     $78,105,105",2016
"  $84,444",1640000,Lynnfield,    162.0,"     $13,688,426",2016
"  $83,403",1650000,Malden,    458.0,"     $38,223,586",2016
"  $76,658",6980000,Manchester Essex Regional,    128.0,"      $9,804,516",2016
"  $80,248",1670000,Mansfield,    300.0,"     $24,042,330",2016
"  $72,199",1680000,Marblehead,    262.0,"     $18,880,122",2016
"  $82,488",1690000,Marion,     34.0,"      $2,812,850",2016
"  $78,940",1700000,Marlborough,    367.0,"     $28,978,734",2016
"  $71,092",1710000,Marshfield,    327.0,"     $23,232,987",2016
"  $91,262",7000000,Martha's Vineyard,     78.0,"      $7,145,843",2016
"  $86,350",7050000,Masconomet,    142.0,"     $12,258,052",2016
"  $78,810",1720000,Mashpee,    131.0,"     $10,355,630",2016
"  $74,191",1730000,Mattapoisett,     41.0,"      $3,041,840",2016
"  $73,398",1740000,Maynard,    104.0,"      $7,618,758",2016
"  $81,710",1750000,Medfield,    195.0,"     $15,917,161",2016
"  $76,179",1760000,Medford,    394.0,"     $30,006,748",2016
"  $85,410",1770000,Medway,    148.0,"     $12,615,074",2016
"  $63,645",1780000,Melrose,    260.0,"     $16,573,142",2016
"  $78,705",7100000,Mendon-Upton,    163.0,"     $12,820,983",2016
"  $79,565",1810000,Methuen,    480.0,"     $38,207,107",2016
"  $71,133",1820000,Middleborough,    225.0,"     $16,026,345",2016
"  $70,237",1840000,Middleton,     62.0,"      $4,326,619",2016
"  $74,924",1850000,Milford,    327.0,"     $24,470,281",2016
"  $75,339",1860000,Millbury,    133.0,"     $10,042,553",2016
"  $74,694",1870000,Millis,    100.0,"      $7,432,012",2016
"  $81,164",1890000,Milton,    291.0,"     $23,608,214",2016
"  $87,471",8300000,Minuteman Regional Vocational Technical,     76.0,"      $6,647,808",2016
"  $78,047",7170000,Mohawk Trail,     69.0,"      $5,399,287",2016
"  $71,574",7120000,Monomoy Regional School District,    170.0,"     $12,167,568",2016
"  $59,704",1910000,Monson,     85.0,"      $5,086,821",2016
"  $77,485",8320000,Montachusett Regional Vocational Technical,    113.0,"      $8,755,757",2016
"  $79,132",7150000,Mount Greylock,     46.0,"      $3,632,181",2016
"  $67,043",1960000,Nahant,     11.0,"        $744,177",2016
"  $87,769",1970000,Nantucket,    136.0,"     $11,910,218",2016
"  $67,811",7200000,Narragansett,    101.0,"      $6,855,710",2016
"  $72,946",7250000,Nashoba,    265.0,"     $19,363,614",2016
"  $71,504",8520000,Nashoba Valley Regional Vocational Technical,     58.0,"      $4,140,062",2016
"  $70,293",1980000,Natick,    381.0,"     $26,781,708",2016
"  $83,041",6600000,Nauset,    135.0,"     $11,202,181",2016
"  $89,622",1990000,Needham,    389.0,"     $34,871,958",2016
"  $77,380",2010000,New Bedford,    840.0,"     $64,991,047",2016
"  $55,659",7280000,New Salem-Wendell,     13.0,"        $695,734",2016
"  $77,930",2040000,Newburyport,    186.0,"     $14,518,278",2016
"  $78,209",2070000,Newton,"  1,090.0","     $85,263,597",2016
"  $84,159",2080000,Norfolk,     67.0,"      $5,638,625",2016
"  $67,117",9150000,Norfolk County Agricultural,     52.0,"      $3,503,516",2016
"  $56,267",2090000,North Adams,    126.0,"      $7,061,497",2016
"  $80,009",2110000,North Andover,    295.0,"     $23,634,774",2016
"  $74,761",2120000,North Attleborough,    281.0,"     $20,985,334",2016
"  $62,990",2150000,North Brookfield,     43.0,"      $2,702,264",2016
"  $65,809",7350000,North Middlesex,    249.0,"     $16,400,012",2016
"  $75,143",2170000,North Reading,    197.0,"     $14,788,134",2016
"  $61,387",2100000,Northampton,    219.0,"     $13,462,103",2016
"  $60,654",4060000,Northampton-Smith Vocational Agricultural,     52.0,"      $3,166,123",2016
"  $87,558",7300000,Northboro-Southboro,    108.0,"      $9,482,556",2016
"  $82,360",2130000,Northborough,    140.0,"     $11,513,907",2016
"  $69,511",2140000,Northbridge,    162.0,"     $11,281,650",2016
"  $85,551",8530000,Northeast Metropolitan Regional Vocational Technical,    109.0,"      $9,359,306",2016
"  $73,536",8510000,Northern Berkshire Regional Vocational Technical,     55.0,"      $4,029,772",2016
"  $70,276",2180000,Norton,    188.0,"     $13,243,568",2016
"  $81,321",2190000,Norwell,    164.0,"     $13,344,825",2016
"  $77,355",2200000,Norwood,    270.0,"     $20,847,214",2016
"  $79,981",2210000,Oak Bluffs,     46.0,"      $3,687,120",2016
"  $73,935",8550000,Old Colony Regional Vocational Technical,     54.0,"      $4,014,690",2016
"  $82,102",7400000,Old Rochester,     89.0,"      $7,282,444",2016
"  $63,203",2230000,Orange,     45.0,"      $2,863,097",2016
"  $77,254",2240000,Orleans,     25.0,"      $1,908,185",2016
"  $65,114",2260000,Oxford,    129.0,"      $8,419,275",2016
"  $64,036",2270000,Palmer,    121.0,"      $7,748,372",2016
"  $75,301",8600000,Pathfinder Regional Vocational Technical,     72.0,"      $5,384,049",2016
"  $78,605",2290000,Peabody,    449.0,"     $35,285,651",2016
"  $69,864",2300000,Pelham,     11.0,"        $789,460",2016
"  $77,259",2310000,Pembroke,    199.0,"     $15,351,348",2016
"  $73,003",7450000,Pentucket,    210.0,"     $15,352,513",2016
"  $64,274",2340000,Petersham,     10.0,"        $649,170",2016
"  $56,367",7500000,Pioneer Valley,     86.0,"      $4,858,795",2016
"  $70,613",2360000,Pittsfield,    462.0,"     $32,623,123",2016
"  $71,002",2380000,Plainville,     51.0,"      $3,621,080",2016
"  $67,593",2390000,Plymouth,    630.0,"     $42,597,055",2016
"  $69,027",2400000,Plympton,     17.0,"      $1,194,169",2016
"  $77,382",2420000,Provincetown,     19.0,"      $1,501,220",2016
"  $75,136",7530000,Quabbin,    162.0,"     $12,187,104",2016
"  $65,880",7780000,Quaboag Regional,    100.0,"      $6,614,381",2016
"  $80,894",2430000,Quincy,    687.0,"     $55,590,293",2016
"  $63,841",7550000,Ralph C Mahar,     66.0,"      $4,200,739",2016
"  $72,547",2440000,Randolph,    251.0,"     $18,202,089",2016
"  $72,366",2460000,Reading,    317.0,"     $22,911,148",2016
"  $80,579",2480000,Revere,    529.0,"     $42,618,388",2016
"  $72,941",2490000,Richmond,     18.0,"      $1,342,120",2016
"  $92,484",2500000,Rochester,     35.0,"      $3,218,426",2016
"  $74,500",2510000,Rockland,    148.0,"     $11,011,066",2016
"  $76,249",2520000,Rockport,     87.0,"      $6,626,052",2016
"  $68,830",2530000,Rowe,      8.0,"        $557,522",2016
"  $85,224",2580000,Salem,    381.0,"     $32,461,940",2016
"  $77,617",2610000,Sandwich,    216.0,"     $16,765,211",2016
"  $73,250",2620000,Saugus,    211.0,"     $15,448,490",2016
"  $48,790",2630000,Savoy,      5.0,"        $229,311",2016
"  $83,137",2640000,Scituate,    245.0,"     $20,402,010",2016
"  $76,796",2650000,Seekonk,    151.0,"     $11,565,508",2016
"  $79,829",2660000,Sharon,    268.0,"     $21,404,982",2016
"  $84,006",8710000,Shawsheen Valley Regional Vocational Technical,    130.0,"     $10,937,532",2016
"  $95,159",2690000,Sherborn,     31.0,"      $2,940,422",2016
"  $77,043",2710000,Shrewsbury,    401.0,"     $30,911,009",2016
"  $58,972",2720000,Shutesbury,     15.0,"        $866,894",2016
"  $82,471",7600000,Silver Lake,    133.0,"     $10,985,096",2016
"  $73,763",2730000,Somerset,    124.0,"      $9,139,582",2016
"  $62,968",7630000,Somerset Berkley Regional School District,     85.0,"      $5,320,794",2016
"  $74,698",2740000,Somerville,    425.0,"     $31,738,708",2016
"  $69,396",2780000,South Hadley,    142.0,"      $9,840,316",2016
"  $78,111",8290000,South Middlesex Regional Vocational Technical,     78.0,"      $6,053,625",2016
"  $79,353",8730000,South Shore Regional Vocational Technical,     62.0,"      $4,911,976",2016
"  $69,357",2750000,Southampton,     37.0,"      $2,531,542",2016
"  $84,812",2760000,Southborough,    109.0,"      $9,261,493",2016
"  $72,502",2770000,Southbridge,    167.0,"     $12,129,640",2016
"  $80,922",8720000,Southeastern Regional Vocational Technical,    125.0,"     $10,123,304",2016
"  $62,147",7650000,Southern Berkshire,     79.0,"      $4,878,577",2016
"  $73,587",8760000,Southern Worcester County Regional Vocational Technical,    113.0,"      $8,315,313",2016
"  $63,846",7660000,Southwick-Tolland-Granville Regional School District,    141.0,"      $9,021,396",2016
"  $63,401",7670000,Spencer-E Brookfield,    114.0,"      $7,202,402",2016
"  $65,832",2810000,Springfield,"  2,065.0","    $135,954,291",2016
"  $71,442",2840000,Stoneham,    187.0,"     $13,338,311",2016
"  $81,832",2850000,Stoughton,    300.0,"     $24,566,042",2016
"  $76,357",2870000,Sturbridge,     70.0,"      $5,314,430",2016
"  $83,234",2880000,Sudbury,    205.0,"     $17,021,449",2016
"  $62,191",2890000,Sunderland,     19.0,"      $1,150,534",2016
"  $71,689",2900000,Sutton,    101.0,"      $7,204,778",2016
"  $77,776",2910000,Swampscott,    189.0,"     $14,707,396",2016
"  $66,511",2920000,Swansea,    161.0,"     $10,721,617",2016
"  $78,911",7700000,Tantasqua,    138.0,"     $10,905,485",2016
"  $76,077",2930000,Taunton,    524.0,"     $39,879,315",2016
"  $74,727",2950000,Tewksbury,    253.0,"     $18,868,593",2016
"  $84,942",2960000,Tisbury,     37.0,"      $3,151,361",2016
"  $69,077",2980000,Topsfield,     52.0,"      $3,564,385",2016
"  $79,531",8780000,Tri County Regional Vocational Technical,     93.0,"      $7,428,177",2016
"  $80,200",7730000,Triton,    211.0,"     $16,898,037",2016
"  $70,876",3000000,Truro,     16.0,"      $1,126,924",2016
"  $74,205",3010000,Tyngsborough,    132.0,"      $9,765,442",2016
"  $84,431",7740000,Up-Island Regional,     44.0,"      $3,698,084",2016
"  $69,765",8790000,Upper Cape Cod Regional Vocational Technical,     75.0,"      $5,207,946",2016
"  $72,813",3040000,Uxbridge,    126.0,"      $9,159,832",2016
"  $71,442",7750000,Wachusett,    459.0,"     $32,777,537",2016
"  $68,971",3050000,Wakefield,    268.0,"     $18,484,212",2016
"  $68,105",3060000,Wales,     11.0,"        $742,346",2016
"  $75,358",3070000,Walpole,    290.0,"     $21,838,879",2016
"  $76,597",3080000,Waltham,    481.0,"     $36,867,482",2016
"  $60,474",3090000,Ware,     92.0,"      $5,539,431",2016
"  $67,721",3100000,Wareham,    199.0,"     $13,483,291",2016
"  $78,217",3140000,Watertown,    248.0,"     $19,382,092",2016
"  $93,108",3150000,Wayland,    208.0,"     $19,347,813",2016
"  $75,169",3160000,Webster,    128.0,"      $9,621,602",2016
"  $93,536",3170000,Wellesley,    375.0,"     $35,045,998",2016
"  $72,131",3180000,Wellfleet,     16.0,"      $1,182,946",2016
"  $72,714",3220000,West Boylston,     80.0,"      $5,809,833",2016
"  $69,833",3230000,West Bridgewater,     92.0,"      $6,417,768",2016
"  $68,261",3320000,West Springfield,    302.0,"     $20,608,097",2016
"  $74,649",3210000,Westborough,    297.0,"     $22,202,832",2016
"  $70,616",3250000,Westfield,    431.0,"     $30,449,769",2016
"  $78,942",3260000,Westford,    360.0,"     $28,450,526",2016
"  $67,106",3270000,Westhampton,     12.0,"        $798,562",2016
"  $91,044",3300000,Weston,    197.0,"     $17,935,605",2016
"  $75,172",3310000,Westport,    111.0,"      $8,314,058",2016
"  $88,759",3350000,Westwood,    235.0,"     $20,893,933",2016
"  $78,821",3360000,Weymouth,    422.0,"     $33,278,365",2016
"  $70,452",3370000,Whately,      9.0,"        $641,044",2016
"  $80,526",7800000,Whitman-Hanson,    239.0,"     $19,205,540",2016
"  $83,659",8850000,Whittier Regional Vocational Technical,    112.0,"      $9,353,064",2016
"  $65,925",3400000,Williamsburg,     17.0,"      $1,133,904",2016
"  $70,170",3410000,Williamstown,     37.0,"      $2,596,282",2016
"  $74,667",3420000,Wilmington,    277.0,"     $20,682,894",2016
"  $70,178",3430000,Winchendon,     95.0,"      $6,666,894",2016
"  $76,709",3440000,Winchester,    336.0,"     $25,804,881",2016
"  $62,921",3460000,Winthrop,    149.0,"      $9,394,048",2016
"  $79,592",3470000,Woburn,    364.0,"     $28,955,587",2016
"  $77,862",3480000,Worcester,"  1,796.0","    $139,846,526",2016
"  $43,853",3490000,Worthington,      6.0,"        $280,657",2016
"  $72,453",3500000,Wrentham,     77.0,"      $5,600,581",2016
"  $76,656",0,State," 69,641.0","  $5,338,436,853",2016
"  $79,107",10000,Abington,    131.0,"     $10,347,229",2017
"  $82,318",6000000,Acton-Boxborough,    372.0,"     $30,605,864",2017
"  $71,477",30000,Acushnet,     71.0,"      $5,074,860",2017
"  $77,014",6030000,Adams-Cheshire,     86.0,"      $6,615,679",2017
"  $69,650",50000,Agawam,    328.0,"     $22,814,271",2017
"  $76,997",70000,Amesbury,    169.0,"     $13,027,871",2017
"  $73,844",80000,Amherst,    123.0,"      $9,112,340",2017
"  $82,327",6050000,Amherst-Pelham,    116.0,"      $9,558,194",2017
"  $84,838",90000,Andover,    467.0,"     $39,633,961",2017
"  $70,251",100000,Arlington,    400.0,"     $28,114,402",2017
"  $70,190",6100000,Ashburnham-Westminster,    151.0,"     $10,626,717",2017
"  $79,826",140000,Ashland,    190.0,"     $15,206,726",2017
"  $81,378",8010000,Assabet Valley Regional Vocational Technical,    113.0,"      $9,179,382",2017
"  $65,972",6150000,Athol-Royalston,    106.0,"      $6,999,596",2017
"  $84,669",160000,Attleboro,    362.0,"     $30,667,056",2017
"  $70,944",170000,Auburn,    178.0,"     $12,599,621",2017
"  $70,415",180000,Avon,     68.0,"      $4,781,149",2017
"  $61,458",6160000,Ayer Shirley School District,    141.0,"      $8,634,782",2017
"  $77,135",200000,Barnstable,    378.0,"     $29,137,408",2017
"  $86,324",230000,Bedford,    222.0,"     $19,189,845",2017
"  $65,670",240000,Belchertown,    169.0,"     $11,117,918",2017
"  $75,911",250000,Bellingham,    165.0,"     $12,487,311",2017
"  $85,906",260000,Belmont,    270.0,"     $23,160,307",2017
"  $74,518",270000,Berkley,     64.0,"      $4,769,151",2017
"  $71,254",6180000,Berkshire Hills,    114.0,"      $8,122,980",2017
"  $77,874",280000,Berlin,     16.0,"      $1,269,345",2017
"  $69,677",6200000,Berlin-Boylston,     47.0,"      $3,253,895",2017
"  $71,528",300000,Beverly,    319.0,"     $22,826,900",2017
"  $82,312",310000,Billerica,    373.0,"     $30,735,410",2017
"  $81,380",8050000,Blackstone Valley Regional Vocational Technical,     96.0,"      $7,836,861",2017
"  $66,814",6220000,Blackstone-Millville,    137.0,"      $9,160,257",2017
"  $79,990",8060000,Blue Hills Regional Vocational Technical,     85.0,"      $6,759,172",2017
"  $99,368",350000,Boston,"  3,955.0","    $393,000,102",2017
"  $84,685",360000,Bourne,    145.0,"     $12,304,662",2017
"  $86,697",380000,Boxford,     63.0,"      $5,418,571",2017
"  $75,387",390000,Boylston,     20.0,"      $1,515,271",2017
"  $81,085",400000,Braintree,    412.0,"     $33,382,817",2017
"  $78,928",410000,Brewster,     45.0,"      $3,567,529",2017
"  $82,760",6250000,Bridgewater-Raynham,    335.0,"     $27,741,126",2017
"  $73,615",430000,Brimfield,     26.0,"      $1,943,446",2017
"  $69,357",9100000,Bristol County Agricultural,     35.0,"      $2,413,617",2017
"  $88,171",8100000,Bristol-Plymouth Regional Vocational Technical,    100.0,"      $8,790,695",2017
"  $89,725",440000,Brockton,"  1,079.0","     $96,802,988",2017
"  $64,484",450000,Brookfield,     24.0,"      $1,560,513",2017
" $101,413",460000,Brookline,    611.0,"     $61,973,456",2017
" $101,854",480000,Burlington,    310.0,"     $31,544,308",2017
